Meshes,Mean,Min,Max,Range,IQMean,IQMin,IQMax,IQRange
G0,0.0014656630000016,0.000946600000020226,0.0173565000000053,0.0164098999999851,0.00134023600000035,0.00126929999998993,0.00138969999997585,0.000120399999985921
G1,0.00129766700000005,0.000947700000011764,0.00144900000000803,0.000501299999996263,0.00134757200000024,0.00126880000001961,0.00138540000000376,0.000116599999984146
