Meshes,Mean,Min,Max,Range,IQMean,IQMin,IQMax,IQRange
R0,0.000407682999997405,0.000233900000012,0.00455549999998084,0.00432159999996884,0.000246900000000778,0.000240200000007462,0.000263500000016847,2.33000000093853E-05
R1,0.000316212999995855,0.000235999999972591,0.00330639999998539,0.0030704000000128,0.000248373999993419,0.000241700000003675,0.000262999999961266,2.12999999575914E-05
