Meshes,Mean,Min,Max,Range,IQMean,IQMin,IQMax,IQRange
G0,0.0227379249999996,0.0175408999999718,0.0398283000000106,0.0222874000000388,0.0214725199999941,0.0208578999999531,0.0228290999999672,0.00197120000001405
G1,0.0223032239999998,0.019921399999987,0.0321175999999923,0.0121962000000053,0.0212899819999984,0.0202077000000145,0.0217468999999824,0.00153919999996788
