Meshes,Mean,Min,Max,Range,IQMean,IQMin,IQMax,IQRange
R0,0.000775938000003862,0.000486000000023523,0.0108420999999908,0.0103560999999672,0.0006860420000055,0.00063230000000658,0.000718800000015563,8.65000000089822E-05
R1,0.000706436999999482,0.000522400000022571,0.000936899999999241,0.00041449999997667,0.000707552000002352,0.00066789999999628,0.000747600000011062,7.97000000147818E-05
